Datetime,Hashrate
2025-05-30 09:00:00,7.548
2025-05-30 10:00:00,7.495
2025-05-30 11:00:00,7.262
2025-05-30 12:00:00,7.366
2025-05-30 13:00:00,7.409
2025-05-30 14:00:00,7.398
2025-05-30 15:00:00,7.739
2025-05-30 16:00:00,7.017
2025-05-30 17:00:00,7.328
2025-05-30 18:00:00,7.226
2025-05-30 19:00:00,7.123
2025-05-30 20:00:00,6.984
2025-05-30 21:00:00,7.343
2025-05-30 22:00:00,7.221
2025-05-30 23:00:00,7.706
2025-05-31 00:00:00,7.066
2025-05-31 01:00:00,6.440
2025-05-31 02:00:00,7.502
2025-05-31 03:00:00,7.688
2025-05-31 04:00:00,7.112
2025-05-31 05:00:00,7.290
2025-05-31 06:00:00,7.690
2025-05-31 07:00:00,7.233
2025-05-31 08:00:00,7.227
2025-05-31 09:00:00,7.153
2025-05-31 10:00:00,7.596
2025-05-31 11:00:00,7.380
2025-05-31 12:00:00,7.424
2025-05-31 13:00:00,7.414
2025-05-31 14:00:00,7.252
